,messid,did,bsid,nseq,rssi,NBAntennes,distpwr,distbs,lat,lng
3019,57d2bacb12f1437531273651,473796.0,4157,0.5,-132.0,1,6897.8409979552625,3.1399092269725384,39.7645862188,-105.079308695
3020,57d2bc2ce541cd01b3fbc1af,473796.0,4058,0.5,-104.5,1,1416.4889117823254,2.3053256351384723,39.7535635224,-105.06626740200001
3021,57d2bd8d12f143753129292f,473796.0,30913,4.5,-898.6666666670001,7,41499.96725774106,41.20900455311831,39.7344106109,-105.027946912
3022,57d2beefcf554f22dc0c039f,473796.0,50189,8.0,-1378.5,11,56284.8537520269,42.10402711330779,39.7459864898,-105.029978871
3023,57d2bf5712f14375312a68f9,476512.0,2605,1.0,-132.66666666700002,1,7167.700429421497,19.404885351514917,39.6589795094,-105.008226556
3024,57d2c04b12f14375312b17c2,473796.0,68551,13.0,-1526.166666667,12,66220.45642963491,34.28038528843744,39.7475005626,-105.02956813899999
3025,57d2c891e541cd01b304bf52,476327.0,2776,1.0,-132.0,1,6897.8409979552625,18.179186623772914,39.6199272502,-104.91288034799999
3026,57d2cafc12f143753132d2ca,476327.0,7728,3.0,-384.166666667,3,18594.443849686984,93.81256916929719,39.584031238899996,-104.86111394
3027,57d2d13312f14375313771de,474176.0,1859,0.5,-115.0,1,2592.4666558659155,9.446838215184547,39.700556524,-105.009177535
3028,57d2d17fe541cd01b30b5c36,476327.0,6358,2.0,-229.666666666,2,5154.582625213022,56.53192243240571,39.5348694463,-104.85952838700001
3029,57d2da86e541cd01b311fb35,473796.0,1859,0.0,-123.0,1,4108.7827545643195,9.446838215184547,39.7539553369,-105.03245839600001
3030,57d2eb57e541cd01b31e9b9c,476852.0,12453,0.0,-244.0,2,9079.129847078011,10.388650355436987,39.7620212845,-105.00374957
3031,57d2f04bcf554f22dc302a24,476852.0,6347,0.0,-260.0,2,12376.990861269842,16.913153012563367,39.7324741147,-104.99243359200001
3032,57d2f514cf554f22dc336ed8,473796.0,79595,14.0,-1749.3333333330002,14,70942.0825324934,50.587102473422476,39.7604628203,-105.031898647
3033,57d2f676e541cd01b3265dbd,473796.0,72590,12.5,-1624.666666666,13,67271.90755667715,34.88757622362986,39.7601896575,-105.03137766799999
3034,57d2fa25e541cd01b328e92c,473796.0,81579,15.0,-1843.3333333340001,15,70296.24406589959,53.39440152526639,39.7602392901,-105.030912974
3035,57d30650e541cd01b331404b,473796.0,105048,19.5,-2105.1666666660003,17,84830.47863668764,50.81716918308739,39.7608549144,-105.031555451
3036,57d3080ee541cd01b33278c4,476521.0,34792,11.0,-1162.666666666,9,59912.25712158489,27.53813229969753,39.8049071756,-105.051067276
3037,57d30a52e541cd01b333fdda,476521.0,26769,7.5,-873.6666666660001,7,35401.11100482402,23.56815640578965,39.804760909,-105.05101617700001
3038,57d31bf1cf554f22dc4d6f03,473796.0,76443,8.0,-1391.500000001,11,61577.79824652257,43.738641439645356,39.760009470300005,-105.031127934
3039,57d31d69e541cd01b33fffbc,473796.0,25012,8.0,-479.0,4,14896.460476523225,9.06178549704833,39.7559782629,-105.03372441200001
3040,57d3b18c12f1437531c6a88f,473796.0,1661,1.0,-135.0,1,8198.099390576212,0.4852854445747096,39.729191429800004,-104.98093746299999
3041,57d3b5c3cf554f22dcabffd2,473796.0,1661,0.5,-123.5,1,4228.761377124974,0.4852854445747096,39.710914502,-104.96559634
3042,57d3c103e541cd01b3a6c24f,476185.0,9060,5.0,-362.0,3,15171.328592199909,7.093546545098856,39.8231353562,-105.054643471
3043,57d3c701cf554f22dcb94d45,476185.0,57149,15.0,-1533.8333333340001,12,72987.02164187313,46.40142381447705,39.822835485700004,-105.049193157
3044,57d3c95ccf554f22dcbb2bcd,476185.0,94965,26.0,-2545.5,20,112283.68318113247,110.05513709407751,39.8149781208,-105.03363499700001
3045,57d3cf25e541cd01b3b1a99f,473796.0,1268,1.5,-135.0,1,8198.099390576212,13.654169285273477,39.7103256188,-104.974984116
3046,57d3d08412f1437531de0b3b,473796.0,50879,15.5,-1557.6666666659999,12,76973.84352380107,98.03615407226717,39.7087760122,-104.97465185
3047,57d3d2cb12f1437531dfd4d8,476185.0,22055,5.5,-886.0,7,38214.38906706286,55.47913078984468,39.8276757721,-105.052913457
3048,57d3d53512f1437531e1a4ee,476185.0,51796,15.5,-1686.166666667,13,82969.71444774746,93.00295267671068,39.827303586199996,-105.05252423
3049,57d3f745cf554f22dcdd43a1,473796.0,66396,11.0,-1561.5,12,79317.831748245,88.71446728244146,39.70905609,-104.974647394
3050,57d3f9b4cf554f22dcdee4b4,476521.0,4157,1.0,-112.0,1,2181.2888491227486,3.1399092269725384,39.8047143397,-105.047706227
3051,57d3fc1112f1437531fd9044,476521.0,4157,0.0,-120.0,1,3457.1098477659793,3.1399092269725384,39.806360186999996,-105.05067159299999
3052,57d3fe79e541cd01b3d4198c,476521.0,14792,4.5,-387.5,3,18115.498715812475,9.848339316944253,39.8052504167,-105.051015349
3053,57d424d112f1437531180ea1,473796.0,52035,9.0,-1301.666666667,10,64456.001330429164,80.88132686704414,39.70882248,-104.974541325
3054,57d44118e541cd01b3ff5481,476512.0,5630,3.0,-260.666666667,2,12570.555451875249,33.68756398208876,39.6588433338,-105.008318586
3055,57d4455712f14375312cea4a,476185.0,29809,3.0,-778.0,6,38922.264827511906,63.468506469079756,39.8129670806,-105.07764487799999
3056,57d447a012f14375312e49f9,476185.0,124889,35.0,-3397.0,27,155163.36486240182,173.24174025053392,39.7666151071,-105.075978901
3057,57d44a31e541cd01b305018c,476185.0,22938,5.0,-389.0,3,18746.128647066056,7.747675783628092,39.7290397052,-105.033775542
3058,57d44c79e541cd01b30671d5,476185.0,110033,22.0,-2967.0,23,141341.12994655926,133.53862602952756,39.7174216176,-105.030414353
3059,57d4804acf554f22dc339dae,476185.0,22046,7.0,-695.3333333337,6,20103.022523738407,22.37743354854235,39.7579509781,-105.06936165
3060,57d482c2e541cd01b326d557,476185.0,30697,10.0,-1020.333333333,8,46181.582019115864,51.087837250100165,39.8278158505,-105.057585664
3061,57d4851ccf554f22dc367893,476185.0,39189,8.5,-1415.833333333,11,66850.53953790241,86.87699175421365,39.8274920702,-105.05258054
3062,57d4f4ede541cd01b366bf9e,476327.0,6358,3.0,-264.0,2,13887.21215507151,56.53192243240571,39.5341453057,-104.857266616
3063,57d4fc84e541cd01b36b0cd2,476327.0,7702,3.0,-354.666666667,3,9945.612290499666,92.73592785742852,39.5789156263,-104.848426179
3064,57d51a1112f1437531a77d25,476327.0,9837,2.5,-358.333333333,3,10675.468265174644,90.82823799163455,39.58574832,-104.86460635
3065,57d522c4cf554f22dc91af7e,476327.0,7702,3.0,-379.166666667,3,15762.407223887452,92.73592785742852,39.5349203138,-104.859505932
3066,57d58c36e541cd01b3c8119c,476521.0,49889,6.0,-1007.0,8,42923.47178871975,23.657731374567135,39.8056036344,-105.05041475
3067,57d61efccf554f22dc31381e,476512.0,1264,0.0,-111.0,1,2059.269462335536,4.3922441174010585,39.735527276599996,-105.08515237399999
3068,57d631cf12f143753157c025,476327.0,7080,2.0,-236.0,2,7007.976861439379,59.20996340518041,39.5764293913,-104.89631751600001
3069,57d63b9de541cd01b335e115,476327.0,53441,12.5,-1539.5,12,71735.00791855207,78.6262977332375,39.7181447985,-105.038217664
3070,57d645eccf554f22dc4bbc09,473796.0,3571,1.5,-96.5,1,893.7440822638143,12.882829417302839,39.6820257707,-104.98482516
3071,57d6474ccf554f22dc4cbc07,473796.0,13881,3.0,-395.666666667,3,20814.24244701879,22.814953077062096,39.6722883588,-104.99001063
3072,57d6485b12f143753168154d,476852.0,104558,16.5,-2314.333333333,18,107225.65808783045,81.1159623405951,39.7453625611,-104.96119818700001
3073,57d64af212f143753169e369,476852.0,43581,8.0,-876.3333333333001,7,37868.57869507234,40.30111939797573,39.7563481521,-104.98470288200001
3074,57d64d86e541cd01b3432792,476852.0,49478,12.5,-1121.0,9,45307.262889303776,51.2586433374879,39.7645363624,-105.00177875700001
3075,57d6529dcf554f22dc553901,476852.0,49267,10.5,-1135.166666667,9,48040.32623102321,41.064140074208815,39.766027970900005,-105.001869433
3076,57d66b1ccf554f22dc69b79c,476521.0,16670,3.5,-508.166666667,4,20767.155666379178,12.404963702230845,39.8030623239,-105.049060683
3077,57d670ed12f1437531891f19,476521.0,14792,2.5,-384.833333333,3,16842.030217025524,9.848339316944253,39.8033197331,-105.049048245
3078,57d67ed0e541cd01b36bdc4c,476521.0,41605,8.5,-1019.5,8,44947.01309126072,25.729070315279014,39.804715244,-105.051123041
3079,57d69b64e541cd01b3820bf1,476521.0,16165,2.0,-382.0,3,16118.1011486329,7.52552651430453,39.8052778944,-105.05193497100001
3080,57d6bdb812f1437531c27827,476327.0,32280,7.5,-789.8333333329999,6,42057.6419833023,108.49240725269107,39.6606683468,-104.928229639
3081,57d6c02d12f1437531c4294d,476327.0,3527,0.0,-105.0,1,1457.8511347714318,29.066661046655874,39.577054622199995,-104.89647046299999
3082,57d6c520cf554f22dcad584b,476327.0,7702,4.0,-372.666666667,3,15539.651303597459,92.73592785742852,39.534987044699996,-104.859533196
3083,57d6e51be541cd01b3b65875,473796.0,49870,9.0,-1323.6666666669998,10,72326.00932305944,66.38723837489444,39.7087276865,-104.974701614
3084,57d6f277cf554f22dccef274,476512.0,7628,0.0,-216.0,2,3674.075204917431,7.9212621601238435,39.7750814749,-105.11804840399999
3085,57d6f77312f1437531ecbf48,476512.0,2605,0.5,-134.0,1,7739.504894546474,19.404885351514917,39.658859094499995,-105.00830881799999
3086,57d6fab512f1437531ef15d6,473796.0,40201,5.5,-771.5,6,34909.0798450586,39.63147989587944,39.7200066773,-104.97543573799999
3087,57d70f3fcf554f22dce3bf52,473796.0,12243,0.0,-254.0,2,10362.447319169083,12.027114013526887,39.7085925532,-104.97461616700001
3088,57d710a812f1437531fe9a8b,473796.0,42679,3.5,-799.5,6,45579.293272923074,25.457796871674248,39.708221741799996,-104.974554702
3089,57d7861ce541cd01b322aa8f,476327.0,1344,1.0,-115.0,1,2592.4666558659155,36.204005425022814,39.517569424099996,-104.844604199
3090,57d78e9812f143753150f43f,476327.0,7702,3.5,-390.333333333,3,19681.002921207655,92.73592785742852,39.5351442013,-104.859447922
3091,57d797c712f1437531579316,474176.0,3571,1.0,-116.0,1,2746.0799626238822,12.882829417302839,39.6814395483,-104.989266746
3092,57d79874e541cd01b32f558d,473796.0,8451,1.5,-118.0,1,3081.1523950528403,0.4852854445747096,39.6852350778,-104.98223839399999
3093,57d799d6cf554f22dc3f0f5c,473796.0,18594,4.5,-526.5,4,27340.38135974645,37.697620447978956,39.6793505315,-104.98994724
3094,57d79b41cf554f22dc400516,473796.0,18594,4.0,-524.0,4,26182.62667612158,37.697620447978956,39.6666751086,-104.99043498399999
3095,57d7a568cf554f22dc47e834,476512.0,6578,2.5,-247.0,2,8742.872015613226,7.354123822661119,39.737392573499996,-105.053355989
3096,57d7a7eacf554f22dc49f10f,476512.0,2784,2.0,-126.0,1,4883.297455854504,6.24286668313239,39.730208961100004,-105.04806050799999
3097,57d7bdc5cf554f22dc5cb27a,476512.0,12002,2.5,-513.5,4,22513.573064080345,46.6591732185888,39.6702921422,-104.989922542
3098,57d7c045cf554f22dc5edd00,476512.0,16049,4.0,-499.166666667,4,20161.283822768826,43.61968764184801,39.692343490300004,-105.00843449899999
3099,57d7c54bcf554f22dc632307,476512.0,23013,6.0,-783.6666666659999,6,39782.71175546366,68.62668844683772,39.6920881661,-105.00660669700001
3100,57d7d97ccf554f22dc73e9b6,476512.0,1859,0.0,-124.0,1,4352.243438716457,9.446838215184547,39.7012268131,-105.010865479
3101,57d7dbde12f14375318f463f,476512.0,1859,2.0,-125.0,1,4610.13007533882,9.446838215184547,39.7390934609,-105.028658645
3102,57d7e0dce541cd01b36a3b40,476512.0,3579,1.0,-120.333333333,1,3524.0861167231906,3.4177253931837424,39.7548101554,-105.038867815
3103,57d8156a12f1437531bb9d00,476512.0,2799,2.0,-132.0,1,6897.8409979552625,10.834985226473638,39.7357993323,-104.988560332
3104,57d82476e541cd01b39e56af,476598.0,7849,2.0,-137.0,1,9198.418806428195,106.15794736006978,38.8180683304,-104.303457722
3105,57d82d6be541cd01b3a4fd2b,476512.0,10215,1.0,-263.0,2,13454.271033289775,17.29765379061703,39.7192466942,-104.99875425100001
3106,57d82fe1cf554f22dcb6a188,476512.0,22744,1.5,-524.0,4,26668.700350067968,23.949423999861185,39.7162751761,-104.999022741
3107,57d8325fcf554f22dcb89147,476512.0,20132,4.0,-645.6666666670001,5,34133.6811949347,50.834388597285376,39.7126511939,-104.998477704
3108,57d834e2e541cd01b3aa6ec3,476512.0,2605,2.0,-129.0,1,5803.8099035206,19.404885351514917,39.6958323806,-104.999536819
3109,57d83758cf554f22dcbc41a7,476512.0,2605,2.0,-134.0,1,7739.504894546474,19.404885351514917,39.6645955042,-104.987269061
3110,57d839d1e541cd01b3adf9a2,476512.0,5630,2.0,-264.666666667,2,14065.54142737676,33.68756398208876,39.658779006399996,-105.00784748299999
3111,57d83c4d12f1437531d860cf,476512.0,5630,1.0,-271.5,2,17420.057242809573,33.68756398208876,39.6589270965,-105.008252131
3112,57d83d16cf554f22dcc049d6,473796.0,55275,11.5,-1328.5,10,74048.15429384752,62.921657392241414,39.7087501469,-104.974667008
3113,57d8d68ccf554f22dc22f359,476327.0,7382,1.0,-130.0,1,6147.707260525036,6.762473626029214,39.6901027873,-104.94470889600001
3114,57d8d8fbcf554f22dc247e8c,476327.0,38240,6.5,-779.3333333329999,6,38399.34027999503,43.76657714997727,39.717799630900004,-104.98657176399999
3115,57d8db71e541cd01b31631de,476327.0,2784,1.0,-121.0,1,3661.9564845932064,6.24286668313239,39.7160276151,-105.034061125
3116,57d8e9bccf554f22dc306ba4,473796.0,21414,6.0,-636.3333333329999,5,30801.14186223393,63.07792810470014,39.6820259029,-104.98544907600001
3117,57d8eb2012f14375314a90f7,473796.0,18594,2.5,-524.0,4,26336.93833142644,37.697620447978956,39.6783611773,-104.990365751
3118,57d8f362cf554f22dc376a58,476512.0,19312,4.5,-404.5,3,24361.701298843516,25.79112522889,39.7376424929,-104.99287001100001
3119,57d95bb5cf554f22dc8c23ae,476327.0,42592,10.0,-1145.666666667,9,52401.44014951233,47.98185189427187,39.7137984497,-105.01939652200001
3120,57d960b3e541cd01b37ffac8,476327.0,69219,11.0,-1677.666666667,13,79813.58664749168,249.25253235718688,39.659165675,-104.92977747
3121,57d9659ccf554f22dc93b84b,476327.0,1344,1.5,-129.5,1,5973.2842124396475,36.204005425022814,39.532783691599995,-104.868197844
3122,57d96802cf554f22dc959cbb,476327.0,7702,2.0,-371.66666666599997,3,15622.847024273027,92.73592785742852,39.535064440999996,-104.85941119200001
3123,57d9899be541cd01b39e26fd,473796.0,54728,11.5,-1186.833333333,9,64669.19920156024,69.3244691988041,39.708893646,-104.97452088700001
3124,57d9a7c112f1437531daeaa1,473796.0,15894,6.0,-394.0,3,20481.378573263373,26.833600025620136,39.7102377333,-104.975162154
3125,57d9a927e541cd01b3b33069,473796.0,55257,6.0,-1047.333333333,8,55635.34458440957,54.1405824564809,39.7087170743,-104.97464722299999
3126,57d9b340cf554f22dcc93c54,476512.0,3548,1.0,-122.0,1,3878.9410477424826,6.078167786089729,39.7411263455,-105.009821129
3127,57da24c4cf554f22dc0d5241,476327.0,18997,6.5,-742.8333333329999,6,29862.617101467513,166.61598835968184,39.5653994469,-104.89146549
3128,57da2991cf554f22dc101ceb,476327.0,6844,0.0,-253.0,2,10055.948477117163,28.114195905242468,39.6851876778,-104.939436218
3129,57da2c3ee541cd01b302ed2d,476327.0,4819,1.0,-133.0,1,7306.563772764739,12.471341192778393,39.7209172398,-104.975698382
3130,57da4f0b12f14375314245c6,476512.0,1859,1.0,-129.5,1,5973.2842124396475,9.446838215184547,39.7055211408,-104.998746397
3131,57da678812f143753157432a,476185.0,42027,8.5,-1040.666666667,8,52725.50847022177,37.715089526187484,39.818036322,-105.054537515
3132,57da69e9cf554f22dc406b51,476185.0,35381,7.5,-624.0,5,23993.34394007773,32.292606139651014,39.8036182502,-105.080685282
3133,57da6c8412f14375315b9eee,476185.0,4244,0.0,-113.0,1,2310.5383391209525,1.5120053574241181,39.7528244535,-105.094205495
3134,57da6e92cf554f22dc445c20,476185.0,46346,14.5,-1576.0,12,86736.04749772194,75.53289961182121,39.7392771197,-105.09838831799999
3135,57da7124cf554f22dc4694d6,476185.0,57689,17.5,-1969.833333333,15,103863.07378080867,102.7400517785527,39.7279021074,-105.107578281
3136,57da9176e541cd01b355a991,476185.0,4244,2.0,-113.0,1,2310.5383391209525,1.5120053574241181,39.7550156801,-105.091019106
3137,57da93f6e541cd01b3573714,476185.0,7558,2.0,-233.0,2,5938.210510078019,5.611941034326559,39.8094631629,-105.079003363
3138,57da9633e541cd01b35918f2,476185.0,35986,4.0,-728.8333333333001,6,27882.77017292425,24.93100766360983,39.8193362348,-105.060527665
3139,57da98c2e541cd01b35b1c24,476185.0,19294,7.5,-765.5,6,39410.14348086553,22.259998660827133,39.8153256062,-105.054728133
3140,57da9b0c12f143753183f631,476185.0,12347,5.5,-510.166666667,4,27907.718013268826,11.95801103862281,39.815318805100006,-105.05485050200001
3141,57daaf47cf554f22dc7be0dc,476327.0,53833,11.0,-1150.9999999989998,9,51134.92909708619,54.39331283995674,39.723090529699995,-104.977905401
3142,57dab41412f143753197e0b4,476327.0,26757,6.5,-597.8333333327,5,21606.69295789184,116.80981932112553,39.5633390446,-104.89055842100001
3143,57dab902e541cd01b374daa3,476327.0,7702,2.5,-364.333333333,3,13207.666744390992,92.73592785742852,39.534763593600005,-104.85937509600001
3144,57dad179cf554f22dc967f36,476512.0,3025,1.0,-125.666666667,1,4790.488984957797,14.282678630573844,39.6925167704,-105.00679078
3145,57dad3b312f1437531b00b57,476185.0,26849,6.0,-775.0,6,37775.66819625388,10.229958415697636,39.811468093,-105.04435058600001
3146,57dae3a312f1437531bb76cc,473796.0,6412,3.0,-253.0,2,11592.662748885577,33.349790180089464,39.6809656747,-104.989418974
3147,57dae509cf554f22dca491dc,473796.0,8451,1.0,-123.0,1,4108.7827545643195,0.4852854445747096,39.6964735246,-104.977214103
3148,57dae679e541cd01b39691f0,473796.0,39909,2.5,-781.5,6,39260.95435705137,53.23857288507234,39.7088157448,-104.974701935
3149,57daf58de541cd01b3a0984d,476185.0,40448,8.0,-1267.833333333,10,56614.203382859196,63.10926631779048,39.8267847802,-105.052660788
3150,57db764212f14375310f9d02,476327.0,7080,4.0,-250.0,2,9604.817108291016,59.20996340518041,39.569713361,-104.893593919
3151,57db959ae541cd01b3fc9e41,476512.0,3025,2.0,-136.0,1,8683.86731884152,14.282678630573844,39.6594623985,-105.007359454
3152,57db9eaee541cd01b3033106,476512.0,2605,2.0,-129.0,1,5803.8099035206,19.404885351514917,39.6910128556,-105.00753989799999
3153,57dba954e541cd01b30c7bdd,473953.0,115869,23.0,-2575.0,20,121912.85334324313,73.46095077820806,39.7776313609,-105.016957943
3154,57dbcc76e541cd01b32b6fb9,476889.0,30740,4.5,-619.1666666670001,5,24760.875318238213,122.34038395612507,39.9315397394,-105.20362234299999
3155,57dbcd85e541cd01b32c69fe,476884.0,37541,8.5,-764.1666666670001,6,34107.944924604184,112.3044992963483,39.912552531799996,-105.18217202
3156,57dbcef012f143753153a324,476889.0,18481,2.5,-375.5,3,14184.397868348356,54.897210238037665,39.907986912,-105.167961461
3157,57dbd011cf554f22dc3cdf09,476884.0,37565,8.0,-775.3333333329999,6,37277.39429847338,114.27848172676576,39.9083094522,-105.16802604799999
3158,57dbd2a6e541cd01b330eaae,476884.0,31046,4.5,-657.0,5,35934.37918714174,109.34254698007129,39.9084220945,-105.167972089
3159,57dbd2b7e541cd01b330f90e,476889.0,26270,3.5,-521.3333333329999,4,26965.85291400442,79.82564050372119,39.908066239899995,-105.1677475
3160,57dbd6b612f14375315a2536,476884.0,18481,2.5,-388.166666667,3,18212.496841691063,54.897210238037665,39.9073582863,-105.167912139
3161,57dbd73212f14375315a8e46,476889.0,18481,2.5,-391.166666667,3,19666.698653074985,54.897210238037665,39.9086709785,-105.16786434
3162,57dbd95de541cd01b3367c20,476884.0,26270,4.5,-526.0,4,27215.276097937814,79.82564050372119,39.9082211994,-105.16838205399999
3163,57dbd9b212f14375315ca81f,476889.0,18481,3.5,-381.0,3,16036.702296252646,54.897210238037665,39.9083984296,-105.168481111
3164,57dbdda0e541cd01b33a0128,476889.0,18481,4.5,-387.5,3,18280.16635758018,54.897210238037665,39.9082703773,-105.16859177399999
3165,57dbddbccf554f22dc489f71,476884.0,18469,2.5,-392.833333333,3,19756.68369905716,56.5072861472369,39.9088098486,-105.16847447399999
3166,57dbe21fcf554f22dc4c54eb,476889.0,3051,1.5,-133.5,1,7519.919286909182,15.180780546750915,39.9075744891,-105.169418705
3167,57dbe23acf554f22dc4c66a5,476884.0,18481,4.5,-395.5,3,20834.99306375278,54.897210238037665,39.9082160775,-105.169087026
3168,57dbff38e541cd01b3541dca,476327.0,33346,6.0,-768.0,6,36170.404506700215,40.62320415096049,39.7145316704,-105.020277209
3169,57dc040b12f14375317ddab4,476327.0,2831,0.0,-131.0,1,6511.9818170106155,27.465261385749837,39.683085320100005,-104.93816766100001
3170,57dc0b7ae541cd01b35d555d,476327.0,7702,3.0,-371.333333333,3,14375.33543683067,92.73592785742852,39.5350164455,-104.859456952
3171,57dc147012f14375318a2093,476884.0,18481,4.0,-396.66666666599997,3,21145.82554694383,54.897210238037665,39.9076774097,-105.16881024799999
3172,57dc14d3e541cd01b3646bdb,476512.0,5630,1.5,-257.333333333,2,11489.885767365928,33.68756398208876,39.6333196343,-105.01689197600001
3173,57dc2fa9cf554f22dc8681be,473796.0,8451,1.0,-109.5,1,1888.9183222834367,0.4852854445747096,39.686115791199995,-104.982161076
3174,57dc2fd8cf554f22dc86a1e1,476889.0,18481,4.0,-393.66666666599997,3,20109.1042986141,54.897210238037665,39.9076011306,-105.16875907299999
3175,57dc310ecf554f22dc877926,473796.0,2784,0.0,-116.0,1,2746.0799626238822,6.24286668313239,39.7055238526,-104.974207206
3176,57dc327b12f14375319f0025,473796.0,44746,10.0,-899.0,7,40516.34633323938,55.16330057378925,39.7086421141,-104.974813433
3177,57dc3c48e541cd01b3800117,476185.0,40735,9.5,-1030.666666667,8,55486.17522893224,18.95913569702601,39.817458266100004,-105.054410354
3178,57dc4108cf554f22dc91f9f4,476185.0,31758,2.5,-742.5,6,26511.995740841186,17.210842608938794,39.796452945700004,-105.05731232299999
3179,57dc42aa12f1437531a9a4c1,473796.0,3846,0.0,-129.0,1,5803.8099035206,6.267112661703409,39.7002400017,-104.957955596
3180,57dc4576cf554f22dc94d981,473796.0,25711,4.0,-502.16666666599997,4,21593.68213206545,74.35885728534477,39.6889141443,-104.931067613
3181,57dc493b12f1437531adb4ed,476884.0,7692,1.5,-122.5,1,3992.2081712926683,18.833866332411276,39.907773941799995,-105.16887613799999
3182,57dc4bb8cf554f22dc98a2cc,476884.0,18481,3.0,-379.666666667,3,16107.734596367005,54.897210238037665,39.9088515072,-105.166904875
3183,57dc4e3ae541cd01b38b1657,476884.0,18532,3.5,-390.83333333400003,3,19070.71413851183,58.94307714484572,39.9086071734,-105.167461515
3184,57dc5cdf12f1437531b94f83,476889.0,11802,3.5,-264.5,2,13997.102589554155,45.121760600467816,39.9063690578,-105.20671052200001
3185,57dc5fa712f1437531baebb4,476889.0,87232,15.5,-2617.5,21,105596.64839142594,196.4823989125493,39.8018294177,-105.182218334
3186,57dc6110cf554f22dca54278,473796.0,3574,1.0,-134.33333333299998,1,7889.446083643414,11.177836027428306,39.7123511228,-104.970943169
3187,57dc628de541cd01b396da0b,473796.0,30253,2.0,-644.3333333329999,5,29263.32306631725,31.01757170798337,39.7086177257,-104.974668404
3188,57dc646f12f1437531bd7d3c,476889.0,4862,3.5,-266.5,2,15085.148083163189,19.46302852606206,39.7956269907,-105.135572423
3189,57dca0cfcf554f22dcc8ccc7,476185.0,39196,12.0,-1392.833333333,11,60297.62334236988,83.3367193287043,39.8276074789,-105.05256678299999
3190,57dcdeff12f143753100e424,476327.0,6358,3.0,-267.333333333,2,15465.22858700107,56.53192243240571,39.5308201062,-104.884212741
3191,57dce3fce541cd01b3de0c64,476327.0,8457,0.0,-126.0,1,4883.297455854504,16.280097351187163,39.6829245009,-104.916077082
3192,57dce66212f143753104ea59,476327.0,33897,5.0,-794.833333334,6,46052.023485736165,94.27806362040259,39.684373697699996,-104.913000869
3193,57dcee3c12f143753109a8a6,473796.0,1661,1.0,-122.666666667,1,4030.694158048311,0.4852854445747096,39.711083973200004,-104.96557518
3194,57dcf5dae541cd01b3e985d7,476185.0,22427,7.5,-755.333333334,6,32937.88261264326,29.83107778822625,39.8217504889,-105.05443938
3195,57dcf7f8e541cd01b3eb19c6,476185.0,14501,2.0,-512.3333333329999,4,27189.49617882451,25.42679455259242,39.8206268625,-105.054255341
3196,57dcfa4d12f143753112383e,476185.0,20224,3.0,-622.6666666670001,5,28317.48782136241,22.932019167102624,39.8216379366,-105.056343647
3197,57dcfb2ee541cd01b3ed8bec,476327.0,6358,1.5,-249.33333333299998,2,9530.53193287152,56.53192243240571,39.5349060661,-104.85957196700001
3198,57dd0669cf554f22dc05590a,476185.0,12351,1.0,-237.0,2,8682.863992551484,4.5369221598122635,39.8227144083,-105.054520118
3199,57dd08afcf554f22dc07047c,473796.0,1661,1.5,-102.5,1,1262.4470714820463,0.4852854445747096,39.7135818252,-104.96737720899999
3200,57dd08d512f14375311d07d0,476185.0,13207,2.5,-350.0,3,10868.938093343108,6.710585769496442,39.8227152227,-105.049598049
3201,57dd0b4312f14375311ebeed,476185.0,137065,29.5,-3793.3333333339997,30,159333.52347183714,171.43060854823057,39.8144694657,-105.032620406
3202,57dd186ce541cd01b3035d47,476185.0,16082,5.0,-493.333333333,4,18683.39911711775,23.194553400873318,39.8271797395,-105.052884082
3203,57dd1bd012f14375312af16d,476887.0,7738,1.0,-124.0,1,4352.243438716457,20.882563358875473,39.970836148400004,-105.117402141
3204,57dd2345cf554f22dc1aa25c,476887.0,38721,6.0,-780.5,6,40526.225283469415,127.78931934133794,39.908081184299995,-105.167889911
3205,57dd280a12f143753133aa3a,476887.0,26207,4.5,-509.833333333,4,24547.37062719067,77.38984950611237,39.9083602017,-105.167583384
3206,57dd30d4cf554f22dc242b8a,476887.0,22026,3.0,-515.3333333329999,4,24089.977171470666,64.88342976259008,39.9083048741,-105.168264612
3207,57dd4cd2e541cd01b327bdf8,473683.0,19726,2.5,-491.333333333,4,20949.824458642648,5.665096469194127,39.7834561652,-105.041691011
3208,57dd6332e541cd01b3365212,476185.0,57816,9.0,-1264.5,10,56035.5312422316,20.255859676002082,39.801333902399996,-105.039971115
3209,57dd656ce541cd01b337bfc2,476185.0,43078,5.0,-898.166666667,7,41871.25254273036,8.398326802419167,39.7918763651,-105.03424574200001
3210,57dd7983cf554f22dc53f659,473683.0,2731,1.0,-102.666666667,1,1274.6174090967368,1.8041029131983315,39.7722104275,-105.038188709
3211,57dd836ce541cd01b34b00f0,473683.0,19667,6.0,-386.0,3,17311.780976814684,46.725345491749955,39.6937822819,-104.998153457
3212,57dd85e312f143753170fdb3,473683.0,32398,7.0,-775.333333334,6,35911.149536788624,82.24663663523692,39.6938049387,-104.99401111799999
3213,57ddae2012f143753188fc44,476185.0,57875,8.0,-1391.0,11,59552.42177330208,28.79692356751299,39.795531630999996,-105.057304976
3214,57ddb02912f14375318a2e79,476185.0,40249,9.0,-1014.166666667,8,41798.82190418898,23.044031163465526,39.8106379652,-105.0585876
3215,57ddb28e12f14375318b7b9e,476185.0,15299,4.0,-619.3333333329999,5,24555.866339900156,26.225457695524963,39.826891579699996,-105.052033931
